"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0048864","stem cell development","27/2556","87/18805",0.310344827586207,2.28326857697912,4.7581671184968,2.04116498721728e-05,0.00070311862073641,0.00052946655446136,"SEMA3C/BMP4/NRP1/KITLG/SEMA4D/MSI2/SHH/CDH2/HES1/HIF1A/SETD2/ALDH1A2/FN1/CORO1C/SEMA3F/SEMA4G/PHACTR4/TAPT1/BMPR1A/SOX9/SEMA6A/NRP2/EDN1/SNAI2/NRG1/SEMA3A/ERBB4",27
"GO:0035107","appendage morphogenesis","40/2556","152/18805",0.263157894736842,1.93610493369574,4.59583268747967,2.16791257191546e-05,0.000736579057176248,0.000554663130785877,"TBX3/CTNNB1/SALL1/SEMA3C/BMP4/GLI3/OSR1/ERRFI1/FRAS1/RUNX2/WDPCP/GPC3/TGFB2/MBNL1/SHH/ZBTB16/IHH/NFIA/CHD7/VPS54/PLXNA2/ALDH1A2/LARGE1/GJA1/TULP3/MED1/PKDCC/BMPR1A/SOX9/SKI/ASPH/EXT1/ECE1/LMBR1/NOTCH2/RPGRIP1L/WNT5A/CYP26B1/LNPK/TBC1D32",40
"GO:0035108","limb morphogenesis","40/2556","152/18805",0.263157894736842,1.93610493369574,4.59583268747967,2.16791257191546e-05,0.000736579057176248,0.000554663130785877,"TBX3/CTNNB1/SALL1/SEMA3C/BMP4/GLI3/OSR1/ERRFI1/FRAS1/RUNX2/WDPCP/GPC3/TGFB2/MBNL1/SHH/ZBTB16/IHH/NFIA/CHD7/VPS54/PLXNA2/ALDH1A2/LARGE1/GJA1/TULP3/MED1/PKDCC/BMPR1A/SOX9/SKI/ASPH/EXT1/ECE1/LMBR1/NOTCH2/RPGRIP1L/WNT5A/CYP26B1/LNPK/TBC1D32",40
"GO:0046777","protein autophosphorylation","44/2556","173/18805",0.254335260115607,1.87119505730594,4.56563241831395,2.17413863778912e-05,0.000736579057176248,0.000554663130785877,"VRK2/DAPK1/ERRFI1/GSK3B/INSR/EGFR/PRKD1/MAP3K21/ENPP1/IGF1R/HTATIP2/LRRK2/RAP2A/ACVR1B/PEAK1/EPHB4/ERN1/PTK2B/NEK6/GRK5/MAP3K9/PTK2/PIM1/SRC/CHEK2/FGFR4/DYRK1A/MINK1/PAK2/NEK2/TOM1L1/NEK10/STK16/LMTK2/LCK/STK24/MAP3K13/PDGFA/SIK2/STK39/VEGFA/TNIK/NRG1/ERBB4",44
"GO:0044248","cellular catabolic process","71/2556","323/18805",0.219814241486068,1.6172170622635,4.43768966482861,2.22084715448085e-05,0.000748291997515242,0.000563483278597356,"CNR1/MYLIP/GLS/PRKCE/PCCA/ABCD3/ZNRF3/SLC25A21/NEDD4L/SUCLG1/HNMT/ARG1/GPT2/GLDC/RNF43/TAT/FABP1/ERAP2/AKR1D1/OTC/KYNU/ACADSB/GLB1/DDO/SDSL/LPIN2/ALDH1L1/PAH/AMDHD2/NEDD4/NFE2L2/MAT1A/PIK3R4/ANPEP/GGT1/ACOX2/PCSK9/NAALADL1/MIR21/PRODH2/PCK1/FTCD/HYAL1/ECHDC1/AIG1/CRYM/ALDH4A1/HGD/ACOX1/AMDHD1/LPIN1/MTRR/DDAH1/ABHD3/ECE1/MPST/ABHD2/AUH/RIDA/FAH/ACAA2/SH3GLB1/HGSNAT/IRS1/CYP26B1/CDO1/ALDH8A1/KIF16B/CPQ/BCKDHB/HAO1",71
"GO:0007162","negative regulation of cell adhesion","69/2556","312/18805",0.221153846153846,1.62707280004815,4.42979676895404,2.34040455234908e-05,0.00078428991683611,0.000590590645332482,"BMP4/GLI3/CASK/PAG1/DLC1/TNFSF18/ADAMTS18/KLF4/CTLA4/SEMA4D/B4GALNT2/CBLB/MAP4K4/DAB1/ADAM22/SHH/KANK1/EPB41L5/ARG1/PRKG1/GTPBP4/RUNX3/UBASH3B/IHH/MBP/DUSP1/CDH1/BCL6/PIK3R1/CORO1C/MIA3/FGL1/PTK2/IL4R/MIR21/SMAD7/SRC/HRG/GCNT2/SLC4A2/DMTN/CX3CL1/PHLDB2/PLXNB1/PLXNC1/CLDN7/SEMA6A/DUSP3/TGFBI/GBP1/MIR92A1/CEACAM1/SCGB1A1/LPXN/HSPG2/HAVCR2/DACT2/ASS1/RUNX1/KNG1/WNK1/VEGFA/PDE3B/MIR30B/PAWR/SNAI2/TNFRSF21/PTEN/ANXA1",69
"GO:0014897","striated muscle hypertrophy","31/2556","107/18805",0.289719626168224,2.13152487092858,4.65533182180493,2.39381012343889e-05,0.000797055002191411,0.000600203085625128,"ATP2A2/JARID2/FOXP1/PDLIM5/PRKG1/SORBS2/MLIP/ROCK2/PARP1/P2RX4/ADCY10/INPP5F/IGF1/FOXO1/SMAD3/HDAC4/AGT/MIR21/PAK2/PDE9A/PPARG/PPP3CA/LMNA/GATA6/GATA4/ADRA1A/IL6ST/LMCD1/PRKCA/MEF2A/EDN1",31
"GO:0030072","peptide hormone secretion","58/2556","250/18805",0.232,1.70687010954617,4.46242951379729,2.4075137618674e-05,0.000797055002191411,0.000600203085625128,"ADCY8/CNR1/ACSL4/PRKCE/PTPRN2/TCF7L2/HNF1B/RAB1A/EGFR/PRKD1/HIF1A/SLC2A2/PDE8B/GHRH/F2RL1/MYRIP/SNAP25/PER2/CHD7/EIPR1/FGA/SYBU/SPINK1/FGG/PAX8/FGB/PFKL/FOXO1/PLA2G6/RBP4/F2/NR1H4/RPH3AL/FOXA2/HNF4A/FAM3B/SRI/ENY2/AACS/RAPGEF4/HNF1A/STXBP4/TRPM4/PPP3CA/NR0B2/VSNL1/FFAR2/IL1B/ENSA/PLCB1/SLC16A10/GCG/PRKCA/IRS1/RFX6/ADRA2C/EDN1/PRKN",58
"GO:0009410","response to xenobiotic stimulus","93/2556","453/18805",0.205298013245033,1.51041828602224,4.36139932700345,2.41727676629572e-05,0.000797055002191411,0.000600203085625128,"BCHE/CTNNB1/SEMA3C/TOP1/ABCA1/CREB1/GATA3/VAV3/ERRFI1/UGT2B15/AHR/EGFR/DUSP6/RPTOR/ABCD3/GLYAT/TGFBR2/PTPRM/FOXO3/AKR1C1/CAT/ABCB1/CPS1/TENT4A/SMOX/PRKAA1/AGPAT2/HMGCS2/LIPA/CDH1/OTC/RAP2A/ABCC2/BRAF/BPHL/TRAF3IP2/BCAR3/PLIN2/SMPD1/PTK2B/NFE2L2/SHANK2/APOA2/ABCC4/CTPS1/CPB2/SLC28A2/MAP2K6/SRC/HNF4A/CHEK2/NFKBIZ/UGT2B7/SLC34A1/SOD2/CYP3A5/CRYZ/VAV2/RORA/TGIF1/GCLM/LCK/GATA6/ALAD/MYO6/ABCC3/ADCY1/AS3MT/PFAS/SULT1C4/ITGA2/C1orf115/AOX1/FMO5/GATA4/ALDH2/ADRA1A/MIR326/FGF21/SCGB1A1/IL1B/HSPG2/ATG5/SULT1C3/ASS1/CYB5B/SULT1B1/PDE3A/CYP26B1/PPM1E/EDN1/PCSK1/FZD1",93
"GO:0090257","regulation of muscle system process","59/2556","256/18805",0.23046875,1.69560439896322,4.44441166203196,2.53188964075769e-05,0.000830405932176165,0.000625317200749281,"PROK2/DOCK4/DOCK5/ADORA2B/PRKD1/ATP2A2/JARID2/FOXP1/FOXO3/CTNNA3/PDE4D/PRKG1/MLIP/ROCK2/PARP1/SLN/P2RX4/ADCY10/ATP2B1/IGF1/FOXO1/ENO1/SMAD3/HDAC4/SPHK1/JUP/DSP/AGT/MIR21/SMAD7/SRI/ATP2A1/AKAP9/ANK2/TRPM4/PDE9A/PPARG/PPP3CA/ASPH/LMNA/DAG1/ARHGAP42/BIN1/ITGA2/GTF2IRD1/GATA4/HCN4/ADRA1A/SLC8A3/IL6ST/LMCD1/CACNG1/SUMO1/ATP1B1/PRKCA/SLC8A1/MEF2A/ADRA2C/EDN1",59
"GO:0060411","cardiac septum morphogenesis","24/2556","74/18805",0.324324324324324,2.38611851287908,4.73835907382369,2.57660829397408e-05,0.000840601414848898,0.000632994663587839,"TBX3/ROBO2/SEMA3C/BMP4/NRP1/ROBO1/TGFB2/WNT11/TGFBR2/PARVA/HES1/CHD7/TGFBR3/SMAD7/ZFPM1/BMPR1A/SMAD6/GATA6/GATA4/NOTCH2/CCN1/NRP2/PROX1/FZD1",24
"GO:0009755","hormone-mediated signaling pathway","53/2556","223/18805",0.237668161434978,1.74857189975929,4.45997013568875,2.6361116594722e-05,0.00085269703964209,0.000642102982716981,"TRIM24/FSHR/OSTN/ESRRG/NR3C1/ERRFI1/NR3C2/NR2E3/NCOR1/NCOA3/THRB/FOXP1/KDM4C/STRN3/RXFP1/ZMIZ1/PLPP1/SSTR2/DAB2/TSHR/RBFOX2/BRCA1/PRLR/CNOT2/ALDH1A2/AKR1C3/PTF1A/PARP1/CGA/ZDHHC7/NEDD4/MED1/PER1/NR5A2/PIM1/PAQR7/ADIPOR2/SRC/SKP2/CTBP2/ASXL1/PPARG/PTGES3/SP100/RXRA/UBR5/ABHD2/PRCP/CYP24A1/FOXA1/PDE3A/CYP26B1/SNAI2",53
"GO:0035148","tube formation","39/2556","148/18805",0.263513513513513,1.93872129171425,4.54714545860505,2.64134178676028e-05,0.00085269703964209,0.000642102982716981,"CTNNB1/BMP4/OSR1/GATA3/DLC1/STK3/HNF1B/TGFB2/SHH/HIF1A/IFT57/SETD2/LUZP1/COBL/TGM2/DEAF1/ST14/ARHGAP35/PAX2/TRIM71/TULP3/PAX8/CELSR1/KDM2B/SIX4/PHACTR4/CC2D2A/SOX9/SKI/EGF/BCL10/VASP/HS2ST1/SIX1/VEGFA/NFIB/WNT5A/PROX1/OPA1",39
"GO:0070167","regulation of biomineral tissue development","30/2556","103/18805",0.29126213592233,2.14287342176034,4.61280340608275,2.87705197388888e-05,0.000919514865186185,0.000692418538050132,"BMP4/OSR1/ANO6/HIF1A/TENT5A/AHSG/ENPP1/BCOR/ROCK2/ANKH/GJA1/PTK2B/ATP2B1/SMAD3/FAM20C/ADGRV1/SLC4A2/PKDCC/SGMS2/ACVR2A/TRPM4/BMPR1A/SOX9/BMP2K/SLC20A2/NBR1/RXRA/MMP20/CCN1/SLC8A1",30
"GO:0022409","positive regulation of cell-cell adhesion","73/2556","337/18805",0.216617210682493,1.59369587123798,4.3617550530224,2.87814416122176e-05,0.000919514865186185,0.000692418538050132,"KITLG/GLI3/GLI2/GATA3/NFAT5/CD28/JAK1/SHH/ARID1B/TGFBR2/ZBTB16/AMBRA1/FOXO3/HES1/MAGI1/BRD4/RUNX3/ZMIZ1/PRKAA1/IHH/ABL2/XBP1/FGA/BCL6/FGG/AP3D1/PIK3R6/DUSP10/IL6R/FGB/IGF1/AFDN/FYN/IL4R/SERPINF2/MIR21/SMAD7/DPP4/FOXA2/SRC/PCK1/NFKBIZ/SOX2/GCNT2/IL23R/CX3CL1/SELENOK/YES1/NKAP/PRKCZ/IL1RL2/PPP3CA/CLECL1P/LCK/CHST2/GPAM/BCL10/HSPD1/SHB/MIR92A1/PLPP3/IL6ST/IL1B/HAVCR2/HLA-DMB/RIPK2/RUNX1/MIR30B/WNT5A/FOXA1/OPA1/SMARCA2/ANXA1",73
"GO:0048010","vascular endothelial growth factor receptor signaling pathway","31/2556","108/18805",0.287037037037037,2.1117885295311,4.59557998648264,2.92550037949517e-05,0.000925058222562421,0.000696592829903006,"NRP1/CLEC14A/ROBO1/INSR/EGFR/PRKD1/EPHA2/HIF1A/IGF1R/MAPKAPK3/MERTK/MAPK14/XBP1/EPHB4/NEDD4/PTK2B/FYN/PTK2/BCAR1/SRC/FGFR4/VAV2/PAK2/FGFR3/MET/HHEX/MAPKAPK2/IL1B/HIF1AN/VEGFA/ERBB4",31
"GO:0097306","cellular response to alcohol","31/2556","108/18805",0.287037037037037,2.1117885295311,4.59557998648264,2.92550037949517e-05,0.000925058222562421,0.000696592829903006,"ADCY8/CTNNB1/PTGER4/ABCA1/CREB1/PRKCE/AHR/ITPR2/PRKD1/SPIDR/KLF9/FOXO3/SGK1/GRAMD1C/LRP6/PRKAA1/IGF1R/BRCA1/CDH1/CTNNA1/AKR1C3/GRAMD1A/GRAMD1B/JUP/SOD2/DAG1/ADCY1/XRN1/LARP1/GPR155/GNAI1",31
"GO:0090277","positive regulation of peptide hormone secretion","32/2556","113/18805",0.283185840707965,2.08345451272037,4.58156914202672,2.94975949868733e-05,0.000927970258617655,0.000698785668566584,"ADCY8/ACSL4/PRKCE/TCF7L2/EGFR/PRKD1/HIF1A/SLC2A2/GHRH/MYRIP/SNAP25/FGA/SYBU/SPINK1/FGG/FGB/PLA2G6/RBP4/F2/NR1H4/RPH3AL/SRI/AACS/RAPGEF4/TRPM4/NR0B2/VSNL1/FFAR2/PLCB1/GCG/PRKCA/RFX6",32
"GO:0006979","response to oxidative stress","85/2556","408/18805",0.208333333333333,1.5327497391758,4.31491306134425,3.06344419836008e-05,0.000958842483608542,0.00072203325455337,"MBL2/VRK2/ERCC6L2/DAPK1/USP25/RBPMS/EPAS1/EGFR/PRKD1/ATP2A2/FOXP1/FOXO3/CAT/HIF1A/KAT2B/SELENOP/CD2AP/TAT/DHRS2/ALS2/PTPRK/PRKAA1/FABP1/MAPKAP1/XBP1/SCARA3/LRRK2/GJB2/PARP1/ERO1A/RHOB/UBR4/TMIGD1/ERN1/AMBP/PTK2B/SGK2/NFE2L2/FOXO1/ECT2/HMOX1/SPHK1/FYN/IDH1/GPX2/MIR21/SRC/HYAL1/PPARGC1A/NCOA7/FANCC/SOD2/GSR/SELENOK/NET1/SLC11A2/TNFAIP3/WRN/STAU1/GCLM/MET/KEAP1/BNIP3/ALAD/ZNF277/TXN/STK24/SRXN1/ETV5/MIR92A1/FBLN5/SCGB1A1/NUDT2/AIFM2/AREG/STC2/PAWR/SLC8A1/CYB5B/SDC1/NDUFA12/EDN1/PRKN/TRIM32/HAO1",85
"GO:0090090","negative regulation of canonical Wnt signaling pathway","39/2556","149/18805",0.261744966442953,1.92570973942087,4.49936190887556,3.11496644847427e-05,0.000969046361497149,0.000729717039207184,"CTNNB1/GLI3/STK3/GSK3B/TCF7L2/BICC1/GPC3/WNT11/ZNRF3/SHH/WWTR1/CDH2/NKD1/MCC/FRZB/FOXO3/AXIN2/DAB2/MAPK14/MIR29B1/CTNNBIP1/FOXO1/FERMT1/SOX2/JADE1/IGFBP1/TLE4/EGR1/KREMEN1/SOX9/MLLT3/IGFBP4/LIMD1/HECW1/WNT5A/SNAI2/PRKN/RBMS3/FZD1",39
"GO:0030098","lymphocyte differentiation","89/2556","432/18805",0.206018518518519,1.51571918651829,4.30088025889482,3.12747690460481e-05,0.000969046361497149,0.000729717039207184,"CTNNB1/PTGER4/BMP4/GLI3/GLI2/GATA3/FZD5/TNFSF18/RUNX2/CTLA4/BCL11B/FZD8/CD28/JAK1/SHH/ARID1B/TGFBR2/ZFP36L1/ZBTB16/CDK6/FOXP1/AMBRA1/FOXO3/MAFB/BRD4/RUNX3/ZMIZ1/PLCG2/IHH/MERTK/LIPA/CHD7/XBP1/BRAF/BCL6/AP3D1/PIK3R6/MEN1/TRAF3IP2/ONECUT1/DUSP10/IL6R/PIK3R1/PTK2B/POU2AF1/SP3/HDAC4/BCL3/IL4R/MIR21/SMAD7/PCK1/NFKBIZ/SLC4A2/CCR6/IL23R/PGLYRP2/EGR1/RORA/DLL4/ZFPM1/NKAP/PRKCZ/IL1RL2/LCK/C17orf99/HHEX/SHB/NHEJ1/IL6ST/IL1B/ATG5/PTPRJ/ST3GAL1/RIPK2/TNFSF8/NOTCH2/RUNX1/IRF4/ZFP36L2/MIR30B/IKZF3/SLC25A5/CAMK4/OPA1/LIG4/CYP26B1/SMARCA2/ANXA1",89
"GO:0086004","regulation of cardiac muscle cell contraction","15/2556","36/18805",0.416666666666667,3.06549947835159,4.91980624593292,3.16831273260604e-05,0.000976790815462442,0.000735548813869749,"ATP2A2/CTNNA3/PDE4D/ADCY10/JUP/DSP/SRI/ATP2A1/AKAP9/ANK2/TRPM4/BIN1/GATA4/HCN4/SUMO1",15
"GO:0009749","response to glucose","50/2556","208/18805",0.240384615384615,1.76855739135669,4.42057488761223,3.20129924090639e-05,0.000982050304449195,0.000739509345464158,"ADCY8/PRKCE/PTPRN2/TCF7L2/HNF1B/RPTOR/FOXO3/HIF1A/SLC2A2/PDE8B/NPTX1/PRKAA1/IGF1R/XBP1/SYBU/SLC39A14/ZBTB20/PAX2/PKLR/ERN1/EXTL3/PTK2B/PFKL/SMAD3/APOA2/PLA2G6/NR1H4/CPB2/KHK/GCKR/FOXA2/HNF4A/PCK1/SRI/ENY2/EGR1/STXBP4/TRPM4/GCLM/PPP3CA/NR0B2/VSNL1/SLC12A7/GPAM/GATA4/FGF21/UNC13B/GCG/RFX6/PCSK1",50
"GO:0003281","ventricular septum development","24/2556","75/18805",0.32,2.35430359937402,4.6609023306589,3.30530885590948e-05,0.00100396721209546,0.000756013345264024,"TBX3/ROBO2/SALL1/BMP4/ROBO1/GATA3/TGFB2/WNT11/TGFBR2/HES1/HECTD1/LUZP1/PAX8/TGFBR3/SMAD7/CNTRL/ZFPM1/BMPR1A/SMAD6/GATA4/CCN1/WNT5A/PROX1/FZD1",24
"GO:2000379","positive regulation of reactive oxygen species metabolic process","24/2556","75/18805",0.32,2.35430359937402,4.6609023306589,3.30530885590948e-05,0.00100396721209546,0.000756013345264024,"AGTR1/DHRS4/PRKCE/EGFR/TGFBR2/FOXO3/AKR1C1/F2RL1/PLCG2/MAPK14/AKR1C3/ADCY10/PTK2B/NFE2L2/GNAI2/AGT/F2/SOD2/CYBA/CLCN3/GRB2/GADD45A/PID1/NNT",24
"GO:0001837","epithelial to mesenchymal transition","47/2556","192/18805",0.244791666666667,1.80098094353156,4.42442498418978,3.34713353348777e-05,0.00100800462157029,0.000759053619295377,"TBX3/CTNNB1/SLC39A10/BMP4/GATA3/GSK3B/TCF7L2/TGFB2/WNT11/WWTR1/TGFBR2/EPB41L5/HIF1A/AXIN2/LRP6/DAB2/FAM83D/QKI/ROCK2/MIR29B1/RTN4/KAT8/IGF1/SMAD3/TGFBR3/PTK2/OLFM1/AGT/PHLDB1/MIR21/SMAD7/FOXA2/GCNT2/HPN/PHLDB2/SOX9/DAG1/USF3/MIR326/SPRY1/IL1B/VEGFA/WNT5A/FOXA1/EDN1/SNAI2/PTEN",47
"GO:0033273","response to vitamin","28/2556","94/18805",0.297872340425532,2.19150601005561,4.59307874750517,3.35129658485093e-05,0.00100800462157029,0.000759053619295377,"BCHE/TRIM24/ABCA1/SPP1/EGFR/NCOA3/CAT/FABP1/IGF1R/LIPA/OTC/KYNU/ALDH1A2/MED1/PIM1/NFKBIZ/SLC34A1/SOD2/ALAD/RXRA/ITGA2/F5/GATA4/CYP24A1/STC2/CYP26B1/SNAI2/NNT",28
"GO:0048638","regulation of developmental growth","71/2556","327/18805",0.217125382262997,1.59743459055386,4.32244012009592,3.39551211626181e-05,0.00101189591761017,0.000761983866121255,"DCC/NRP1/POU3F2/CREB1/OSTN/STK3/MAP2/GSK3B/SPP1/SEMA4D/INSR/HNF1B/DUSP6/JARID2/NEDD4L/CDKL5/FOXP1/WWC2/GHRH/WWC1/CHD7/CDH1/MAPK14/MIR29B1/YAP1/VGLL4/NRCAM/LIN7A/FN1/SPAG9/RTN4/CGA/DUSP10/ADCY10/BCL11A/MIR200B/SEMA3F/IGF1/TGFBR3/OLFM1/AGRN/PIM1/RBP4/SMAD7/SIX4/ITSN2/DNM2/FGFR3/RNF157/BMPR1A/GATA6/GPAM/MAP3K13/ADNP/PLCB1/CSF1/DIP2B/SIX1/RUNX1/VEGFA/STC2/WNT5A/PROX1/FTO/EDN1/ATRN/NRG1/PTEN/PRKN/SEMA3A/ERBB4",71
"GO:0072175","epithelial tube formation","36/2556","134/18805",0.26865671641791,1.97656085768341,4.49945745189133,3.39705570783824e-05,0.00101189591761017,0.000761983866121255,"CTNNB1/BMP4/OSR1/GATA3/DLC1/STK3/HNF1B/TGFB2/HIF1A/IFT57/SETD2/LUZP1/COBL/DEAF1/ST14/ARHGAP35/PAX2/TRIM71/TULP3/PAX8/CELSR1/KDM2B/SIX4/PHACTR4/CC2D2A/SOX9/SKI/EGF/BCL10/VASP/HS2ST1/SIX1/VEGFA/WNT5A/PROX1/OPA1",36
"GO:0007219","Notch signaling pathway","46/2556","187/18805",0.245989304812834,1.80979220540115,4.41387580549403,3.54492373597717e-05,0.00104502081465157,0.000786927772577646,"CDH6/ROBO2/ROBO1/TCIM/HNF1B/PRAG1/TGFB2/TGFBR2/CDK6/HES1/SORBS2/ZMIZ1/AAK1/GMDS/TSPAN14/GSX2/LRRK2/YAP1/WWP2/MAML2/BCL6/ONECUT1/LLGL2/GAS2/NR1H4/SEL1L/SRC/DLL4/SOX9/NKAP/BMP2K/EPN1/NR0B2/NEURL1/PTP4A3/IL6ST/ANXA4/HIF1AN/PERP/CBFA2T2/SIX1/NOTCH2/CEBPA/CNTN1/FOXA1/SNAI2",46
"GO:0016358","dendrite development","56/2556","242/18805",0.231404958677686,1.7024922722746,4.36231857572528,3.55910429900794e-05,0.00104502081465157,0.000786927772577646,"CSMD3/DCC/NRP1/PICALM/RELN/MAP2/GSK3B/PHACTR1/FARP1/SEMA4D/DAB1/NEDD4L/CDKL5/CAPRIN1/PDLIM5/PRKG1/FLRT1/COBL/ASAP1/RERE/DGKG/LRRK2/RAP2A/NEDD4/BCL11A/RAPGEF2/ZMYND8/SLC30A1/FYN/SYNE1/PAK4/MINK1/PAK2/SLC11A2/BMPR1A/PPP3CA/FMR1/NEURL1/HECW1/WASL/DCDC2/MGARP/IQSEC1/DTNBP1/SDC2/STRN/TNIK/BTBD3/MEF2A/ZNF365/ELAVL4/PTEN/CPEB3/FAT3/SEMA3A/SDK1",56
"GO:0046434","organophosphate catabolic process","56/2556","242/18805",0.231404958677686,1.7024922722746,4.36231857572528,3.55910429900794e-05,0.00104502081465157,0.000786927772577646,"NT5C1B/PDE10A/PFKP/HK2/PDE1A/INSR/RPTOR/PDE8A/NCOR1/SUCLG1/HIF1A/PDE4D/KAT2B/PDE8B/LIPC/ENPP1/NUDT9/PRKAA1/PLD1/SCARB1/PLCG2/GPD1L/PGM1/DPYD/LIPA/ENPP2/UPB1/NAPEPLD/ZBTB20/IER3/ALDOB/PKLR/SMPD1/INPP5F/NUPR1/IGF1/PFKL/ENO1/ENTPD5/HDAC4/APOA2/IDH1/PLA2G6/GPD1/ABHD12/SRC/UPP1/PDE9A/ABHD12B/UPP2/SLC4A4/SMPDL3A/ENPP6/GDA/PLCB1/LIPG",56
"GO:0018108","peptidyl-tyrosine phosphorylation","48/2556","198/18805",0.242424242424242,1.78356333285911,4.39603101493734,3.62488411868424e-05,0.00105929078084394,0.000797673427164689,"NRP1/KITLG/TNFSF18/RELN/ERRFI1/NEDD9/SEMA4D/INSR/SAMSN1/EGFR/HES1/PLCG2/IGF1R/ABL2/ENPP2/PRLR/IL6R/BST1/PTK2B/INPP5F/IGF1/FYN/PTK2/SRC/CRIPTO/HRG/FGFR4/DMTN/DYRK1A/PKDCC/PAK2/TGFA/FGFR3/YES1/PECAM1/EGF/PRKCZ/LCK/LRRK1/PDGFA/ADNP/PLPP3/PTPRJ/RIPK2/VEGFA/AREG/NRG1/ERBB4",48
"GO:0032330","regulation of chondrocyte differentiation","19/2556","53/18805",0.358490566037736,2.63748634363835,4.7346082555577,3.70694466081193e-05,0.00107653814314185,0.000810661138228096,"CTNNB1/BMP4/GLI3/SOX5/RUNX2/SOX6/PTHLH/CCN2/ZBTB16/AXIN2/IHH/GLG1/SMAD3/SMAD7/PKDCC/SOX9/SCIN/SNAI2/LNPK",19
"GO:0010876","lipid localization","97/2556","482/18805",0.201244813278008,1.48059808829927,4.23935215348037,3.7188229725789e-05,0.00107653814314185,0.000810661138228096,"ABCA1/ACSL4/AGTR1/ACSL3/SPP1/KCNK9/VDAC1/VDAC2/TEX2/SLCO1C1/ABCD3/SLC25A21/SHH/TTC39B/OSBPL9/AKR1C1/ANO6/ABCB1/ATP10D/GRAMD1C/ACSL5/LIPC/DAB2/HDLBP/ATP9A/FABP1/SCARB1/PITPNB/CHKA/LIPA/VPS54/MSR1/ABCC2/PCTP/SOAT1/ABCA4/ABCA8/P2RX4/GRAMD1A/PLIN2/GRAMD1B/SLCO4A1/SLC51B/VPS53/SLC22A11/GLTPD2/SOAT2/AKR1C4/OSBPL10/APOA2/ABCA9/ABCC4/PCSK9/AGT/RBP4/SERPINA5/APOH/MAP2K6/PLSCR4/MTTP/APOM/NPC1L1/APOB/SLC13A3/TTPA/FABP3/CLU/STARD10/EHD1/EEPD1/EGF/PPARG/NR0B2/TSPO2/SLC22A2/AVPR1B/PLA2G1B/C3/RELCH/ABCC3/RXRA/LYPLA1/PDZD8/VMP1/CEACAM1/PITPNM2/IL1B/OSBPL11/DENND5B/PLSCR5/PITPNC1/ABCG2/EDN1/LIPG/XKR9/PRKN/ANXA1",97
"GO:2001234","negative regulation of apoptotic signaling pathway","56/2556","243/18805",0.230452674897119,1.69548613123644,4.32784255948842,4.02295292737619e-05,0.00115913681075708,0.000872860076864554,"CTNNB1/BMP4/NRP1/GSK3B/KLF4/TCF7L2/VDAC2/PAK5/HIF1A/RFFL/IFI6/BRCA1/XBP1/LRRK2/MIR29B1/YAP1/FGA/CTNNA1/FGG/IER3/HTT/TXNDC12/FGB/CSNK2A1/PIK3CB/IGF1/NFE2L2/CFLAR/ENO1/BIRC6/HMOX1/FYN/GNAI2/MIR21/SRC/CX3CL1/SOD2/TMBIM6/CLU/TNFAIP3/GCLM/MPV17L/LMNA/MIR92A1/GATA4/IL1B/IVNS1ABP/WFS1/ACAA2/SLC25A5/OPA1/SNAI2/NRG1/PRKN/TRIM32/FZD1",56
"GO:0018212","peptidyl-tyrosine modification","48/2556","199/18805",0.241206030150754,1.77460070304575,4.35682527431592,4.15690308339193e-05,0.00118256352396099,0.000890500999401115,"NRP1/KITLG/TNFSF18/RELN/ERRFI1/NEDD9/SEMA4D/INSR/SAMSN1/EGFR/HES1/PLCG2/IGF1R/ABL2/ENPP2/PRLR/IL6R/BST1/PTK2B/INPP5F/IGF1/FYN/PTK2/SRC/CRIPTO/HRG/FGFR4/DMTN/DYRK1A/PKDCC/PAK2/TGFA/FGFR3/YES1/PECAM1/EGF/PRKCZ/LCK/LRRK1/PDGFA/ADNP/PLPP3/PTPRJ/RIPK2/VEGFA/AREG/NRG1/ERBB4",48
"GO:0001678","intracellular glucose homeostasis","43/2556","172/18805",0.25,1.83929968701095,4.38563131564551,4.17107490776038e-05,0.00118256352396099,0.000890500999401115,"ADCY8/HK2/PRKCE/PTPRN2/LRRC8D/RPTOR/FOXO3/HIF1A/SLC2A2/PDE8B/NPTX1/PRKAA1/IGF1R/XBP1/SYBU/SLC39A14/ZBTB20/PAX2/PIK3R1/ERN1/FOXO1/SMAD3/PLA2G6/NR1H4/CPB2/GCKR/FOXA2/PCK1/PPARGC1A/SRI/ENY2/STXBP4/TRPM4/GCLM/PPP3CA/VSNL1/SLC12A7/FOXA3/GATA4/FGF21/UNC13B/GCG/RFX6",43
